scenario,year,total_production_Mt,ets_cost_USD,estimated_capex_USD,estimated_opex_USD,total_estimated_annual_cost_USD,ets_cost_share_pct
NGFS_NetZero2050,2041,36.91724495896945,323257540.3582326,18458622479.484726,11075173487.690834,29857053507.533794,1.082683997189024
NGFS_NetZero2050,2042,36.7326587341746,705732502.7829342,18366329367.0873,11019797620.25238,30091859490.122612,2.3452605280660195
NGFS_NetZero2050,2043,36.54899544050372,-6.035634076853925e-06,18274497720.251858,10964698632.151115,29239196352.402966,-2.0642270752280437e-14
NGFS_NetZero2050,2044,36.36625046330121,-1.3069073660577215e-05,18183125231.650608,10909875138.990364,29093000370.64096,-4.49217113878904e-14
NGFS_NetZero2050,2045,36.1844192109847,-6.578130518790815e-05,18092209605.492348,10855325763.29541,28947535368.787693,-2.2724319825457747e-13
NGFS_NetZero2050,2046,36.00349711492978,0.0,18001748557.46489,10801049134.478933,28802797691.943825,0.0
NGFS_NetZero2050,2047,35.82347962935513,68569424.76627064,17911739814.677563,10747043888.806538,28727353128.25037,0.23869036753977768
NGFS_NetZero2050,2048,35.64436223120835,-3.390112327483923e-05,17822181115.60417,10693308669.362505,28515489784.966644,-1.188866946718618e-13
NGFS_NetZero2050,2049,35.46614042005231,0.0,17733070210.026154,10639842126.015694,28372912336.041847,0.0
NGFS_NetZero2050,2050,35.28880971795205,259425183.4645336,17644404858.976025,10586642915.385614,28490472957.82617,0.9105681883503832
NGFS_Below2C,2025,40.0,180900000.0000001,20000000000.0,12000000000.0,32180900000.0,0.5621346823737063
NGFS_Below2C,2026,39.8,404399999.99999976,19900000000.0,11940000000.0,32244400000.0,1.2541712669486786
NGFS_Below2C,2027,39.601,709605000.0000001,19800500000.0,11880300000.0,32390405000.0,2.1907876730778764
NGFS_Below2C,2028,39.402995,1096577370.0000002,19701497499.999996,11820898500.0,32618973369.999996,3.3617776916563957
NGFS_Below2C,2029,39.205980025,1565379063.6750007,19602990012.500004,11761794007.5,32930163083.675003,4.753632891818356
NGFS_Below2C,2030,39.009950124875,2116071620.9789996,19504975062.437496,11702985037.462498,33324031720.878994,6.349986816430697
NGFS_Below2C,2031,38.81490037425063,2423633589.161515,19407450187.125313,11644470112.275188,33475553888.562016,7.240010418437397
NGFS_Below2C,2032,38.62082587237937,2748838495.871681,19310412936.189686,11586247761.713812,33645499193.775177,8.170003601492855
NGFS_Below2C,2033,38.42772174301747,3091734428.6750164,19213860871.508736,11528316522.905241,33833911823.088997,9.137975073178353
NGFS_Below2C,2034,38.23558313430239,3452369153.187922,19117791567.151196,11470674940.290718,34040835660.629837,10.141846068663888
NGFS_Below2C,2035,38.04440521863087,2048790115.094979,19022202609.315434,11413321565.589262,32484314289.999672,6.307013584478528
NGFS_Below2C,2036,37.85418319253772,2326244442.1541386,18927091596.26886,11356254957.761316,32609590996.18431,7.133620419913686
NGFS_Below2C,2037,37.66491227657503,2621578946.189828,18832456138.287514,11299473682.97251,32753508767.449852,8.003963681580064
NGFS_Below2C,2038,37.47658771519215,2934840125.0741067,18738293857.596077,11242976314.557646,32916110297.22783,8.916120703731135
NGFS_Below2C,2039,37.2892047766162,3266074164.6958914,18644602388.3081,11186761432.98486,33097437985.988853,9.868057358634585
NGFS_Below2C,2040,37.10275875273312,3615326940.9183292,18551379376.36656,11130827625.819937,33297533943.104828,10.857641731354049
NGFS_Below2C,2041,36.91724495896945,3982644021.5244207,18458622479.484726,11075173487.690834,33516439988.69998,11.882658250300937
NGFS_Below2C,2042,36.7326587341746,3980850046.7198076,18366329367.0873,11019797620.25238,33366977034.059486,11.930508546388058
NGFS_Below2C,2043,36.54899544050372,4329002892.498734,18274497720.251858,10964698632.151115,33568199244.901707,12.89614274783065
NGFS_Below2C,2044,36.36625046330121,4692096202.252926,18183125231.650608,10909875138.990364,33785096572.893898,13.888065088490642
NGFS_Below2C,2045,36.1844192109847,5070177999.10041,18092209605.492348,10855325763.29541,34017713367.88817,14.904523253131194
NGFS_Below2C,2046,36.00349711492978,5474007539.801328,18001748557.46489,10801049134.478933,34276805231.745148,15.97000508883957
NGFS_Below2C,2047,35.82347962935513,5926890359.875485,17911739814.677563,10747043888.806538,34585674063.35959,17.1368363358125
NGFS_Below2C,2048,35.64436223120835,6398147993.560407,17822181115.60417,10693308669.362505,34913637778.527084,18.32564121260219
NGFS_Below2C,2049,35.46614042005231,6887823612.649487,17733070210.026154,10639842126.015694,35260735948.69133,19.533975758963482
NGFS_Below2C,2050,35.28880971795205,7395960097.847832,17644404858.976025,10586642915.385614,35627007872.20947,20.759419719939444
NGFS_NDCs,2025,40.0,125100000.00000009,20000000000.0,12000000000.0,32125100000.0,0.38941513022527585
NGFS_NDCs,2026,39.8,254999999.99999982,19900000000.0,11940000000.0,32095000000.0,0.7945162797943599
NGFS_NDCs,2027,39.601,354802500.00000006,19800500000.0,11880300000.0,32035602500.0,1.1075256037404013
NGFS_NDCs,2028,39.402995,548288685.0000001,19701497499.999996,11820898500.0,32070684684.999996,1.7096257544399855
NGFS_NDCs,2029,39.205980025,782689531.8375003,19602990012.500004,11761794007.5,32147473551.837505,2.434684425746305
NGFS_NDCs,2030,39.009950124875,1058035810.4894998,19504975062.437496,11702985037.462498,32265995910.389492,3.279104768462508
NGFS_NDCs,2031,38.81490037425063,1184275503.7948313,19407450187.125313,11644470112.275188,32236195803.19533,3.673744603814086
NGFS_NDCs,2032,38.62082587237937,1317151779.2718472,19310412936.189686,11586247761.713812,32213812477.175346,4.0887795575425825
NGFS_NDCs,2033,38.42772174301747,1456682567.356498,19213860871.508736,11528316522.905241,32198859961.770477,4.524019077340033
NGFS_NDCs,2034,38.23558313430239,1602885678.2658207,19117791567.151196,11470674940.290718,32191352185.707733,4.97924308683581
NGFS_NDCs,2035,38.04440521863087,1755778802.7518656,19022202609.315434,11413321565.589262,32191302977.656563,5.454202347666765
NGFS_NDCs,2036,37.85418319253772,1915379512.851094,18927091596.26886,11356254957.761316,32198726066.88127,5.948618926328272
NGFS_NDCs,2037,37.66491227657503,2081705262.6292617,18832456138.287514,11299473682.97251,32213635083.889282,6.462186764108364
NGFS_NDCs,2038,37.47658771519215,2254773388.921826,18738293857.596077,11242976314.557646,32236043561.075546,6.994572347719573
NGFS_NDCs,2039,37.2892047766162,2434601112.0699,18644602388.3081,11186761432.98486,32265964933.36286,7.545415477571953
NGFS_NDCs,2040,37.10275875273312,2621205536.6517696,18551379376.36656,11130827625.819937,32303412538.838272,8.114330129983339
NGFS_NDCs,2041,36.91724495896945,2814603652.2100163,18458622479.484726,11075173487.690834,32348399619.385574,8.700905409006063
NGFS_NDCs,2042,36.7326587341746,3014812333.9742665,18366329367.0873,11019797620.25238,32400939321.313946,9.304706582969544
NGFS_NDCs,2043,36.54899544050372,3221848343.5795665,18274497720.251858,10964698632.151115,32461044695.98254,9.925276200301434
NGFS_NDCs,2044,36.36625046330121,3435728329.7804694,18183125231.650608,10909875138.990364,32528728700.42144,10.562135278701982
NGFS_NDCs,2045,36.1844192109847,3656468829.160769,18092209605.492348,10855325763.29541,32604004197.94853,11.214784561311145
NGFS_NDCs,2046,36.00349711492978,3884086266.8390236,18001748557.46489,10801049134.478933,32686883958.782845,11.882705833130919
NGFS_NDCs,2047,35.82347962935513,4118596957.1697655,17911739814.677563,10747043888.806538,32777380660.653866,12.565363290648024
NGFS_NDCs,2048,35.64436223120835,4360017104.440528,17822181115.60417,10693308669.362505,32875506889.407204,13.262204957348859
NGFS_NDCs,2049,35.46614042005231,4608362803.564656,17733070210.026154,10639842126.015694,32981275139.606503,13.972664137629332
NGFS_NDCs,2050,35.28880971795205,4863650040.76993,17644404858.976025,10586642915.385614,33094697815.13157,14.696160901478816
